time,drone_id,x,y,z,target_x,target_y,target_z,formation_error,min_distance
8.8,3,12.4643,9.2318,2.0,20.0,10.0,2.0,1.4286,3.5491
8.9,1,15.9209,7.9602,2.0,20.0,10.0,2.0,0.0,3.5491
8.9,2,12.6432,5.3213,2.0,20.0,10.0,2.0,1.4286,3.5491
8.9,3,12.6432,9.3213,2.0,20.0,10.0,2.0,1.4286,3.5491
9.0,1,16.0998,8.0497,2.0,20.0,10.0,2.0,0.0,3.5491
9.0,2,12.8221,5.4107,2.0,20.0,10.0,2.0,1.4286,3.5491
9.0,3,12.8221,9.4107,2.0,20.0,10.0,2.0,1.4286,3.5491
9.1,1,16.2787,8.1391,2.0,20.0,10.0,2.0,0.0,3.5491
9.1,2,13.0009,5.5002,2.0,20.0,10.0,2.0,1.4286,3.5491
9.1,3,13.0009,9.5002,2.0,20.0,10.0,2.0,1.4286,3.5491
9.2,1,16.4575,8.2286,2.0,20.0,10.0,2.0,0.0,3.5491
9.2,2,13.1798,5.5896,2.0,20.0,10.0,2.0,1.4286,3.5491
9.2,3,13.1798,9.5896,2.0,20.0,10.0,2.0,1.4286,3.5491
9.3,1,16.6364,8.318,2.0,20.0,10.0,2.0,0.0,3.5491
9.3,2,13.3587,5.6791,2.0,20.0,10.0,2.0,1.4286,3.5491
9.3,3,13.3587,9.6791,2.0,20.0,10.0,2.0,1.4286,3.5491
9.4,1,16.8153,8.4075,2.0,20.0,10.0,2.0,0.0,3.5491
9.4,2,13.5376,5.7685,2.0,20.0,10.0,2.0,1.4286,3.5491
9.4,3,13.5376,9.7685,2.0,20.0,10.0,2.0,1.4286,3.5491
9.5,1,16.9942,8.4969,2.0,20.0,10.0,2.0,0.0,3.5491
9.5,2,13.7165,5.858,2.0,20.0,10.0,2.0,1.4286,3.5491
9.5,3,13.7165,9.858,2.0,20.0,10.0,2.0,1.4286,3.5491
9.6,1,17.1731,8.5864,2.0,20.0,10.0,2.0,0.0,3.5491
9.6,2,13.8953,5.9474,2.0,20.0,10.0,2.0,1.4286,3.5491
9.6,3,13.8953,9.9474,2.0,20.0,10.0,2.0,1.4286,3.5491
9.7,1,17.3519,8.6758,2.0,20.0,10.0,2.0,0.0,3.5491
9.7,2,14.0742,6.0369,2.0,20.0,10.0,2.0,1.4286,3.5491
9.7,3,14.0742,10.0369,2.0,20.0,10.0,2.0,1.4286,3.5491
9.8,1,17.5308,8.7653,2.0,20.0,10.0,2.0,0.0,3.5491
9.8,2,14.2531,6.1263,2.0,20.0,10.0,2.0,1.4286,3.5491
9.8,3,14.2531,10.1263,2.0,20.0,10.0,2.0,1.4286,3.5491
9.9,1,17.7097,8.8547,2.0,20.0,10.0,2.0,0.0,3.5491
9.9,2,14.432,6.2158,2.0,20.0,10.0,2.0,1.4286,3.5491
9.9,3,14.432,10.2158,2.0,20.0,10.0,2.0,1.4286,3.5491
10.0,1,17.8886,8.9442,2.0,20.0,10.0,2.0,0.0,3.5491
10.0,2,14.6109,6.3052,2.0,20.0,10.0,2.0,1.4286,3.5491
10.0,3,14.6109,10.3052,2.0,20.0,10.0,2.0,1.4286,3.5491
10.1,1,18.0575,9.0286,2.0,20.0,10.0,2.0,0.0,3.5418
10.1,2,14.7897,6.3947,2.0,20.0,10.0,2.0,1.4174,3.5418
10.1,3,14.7897,10.3947,2.0,20.0,10.0,2.0,1.4174,3.5418
10.2,1,18.2129,9.1064,2.0,20.0,10.0,2.0,0.0,3.5257
10.2,2,14.9672,6.4834,2.0,20.0,10.0,2.0,1.3927,3.5257
10.2,3,14.9672,10.4834,2.0,20.0,10.0,2.0,1.3927,3.5257
10.3,1,18.3559,9.1778,2.0,20.0,10.0,2.0,0.0,3.503
10.3,2,15.1416,6.5707,2.0,20.0,10.0,2.0,1.3576,3.503
10.3,3,15.1416,10.5707,2.0,20.0,10.0,2.0,1.3576,3.503
10.4,1,18.4874,9.2436,2.0,20.0,10.0,2.0,0.0,3.4756
10.4,2,15.3116,6.6557,2.0,20.0,10.0,2.0,1.3146,3.4756
10.4,3,15.3116,10.6557,2.0,20.0,10.0,2.0,1.3146,3.4756
10.5,1,18.6084,9.3041,2.0,20.0,10.0,2.0,0.0,3.4448
10.5,2,15.4762,6.738,2.0,20.0,10.0,2.0,1.2658,3.4448
10.5,3,15.4762,10.738,2.0,20.0,10.0,2.0,1.2658,3.4448
10.6,1,18.7197,9.3598,2.0,20.0,10.0,2.0,0.0,3.4119
10.6,2,15.6347,6.8172,2.0,20.0,10.0,2.0,1.2131,3.4119
10.6,3,15.6347,10.8172,2.0,20.0,10.0,2.0,1.2131,3.4119
