time,drone_id,x,y,z,target_x,target_y,target_z,formation_error,min_distance
3.7,4,1.1711,-1.4529,2.0,20.0,10.0,2.0,1.0683,2.8908
3.7,5,1.1711,6.5913,2.0,20.0,10.0,2.0,1.0514,2.8908
3.8,1,6.2428,2.9944,2.0,20.0,10.0,2.0,0.0,2.8908
3.8,2,3.3492,0.648,2.0,20.0,10.0,2.0,0.9583,2.8908
3.8,3,3.3492,4.6039,2.0,20.0,10.0,2.0,0.9752,2.8908
3.8,4,1.3051,-1.3961,2.0,20.0,10.0,2.0,1.0157,2.8908
3.8,5,1.3051,6.648,2.0,20.0,10.0,2.0,0.9996,2.8908
3.9,1,6.3302,3.0091,2.0,20.0,10.0,2.0,0.0,2.8908
3.9,2,3.4774,0.6996,2.0,20.0,10.0,2.0,0.9072,2.8908
3.9,3,3.4774,4.6555,2.0,20.0,10.0,2.0,0.9232,2.8908
3.9,4,1.4333,-1.3445,2.0,20.0,10.0,2.0,0.9641,2.8908
3.9,5,1.4333,6.6996,2.0,20.0,10.0,2.0,0.9488,2.8908
4.0,1,6.4129,3.0187,2.0,20.0,10.0,2.0,0.0,2.8908
4.0,2,3.5999,0.746,2.0,20.0,10.0,2.0,0.8575,2.8908
4.0,3,3.5999,4.7019,2.0,20.0,10.0,2.0,0.8725,2.8908
4.0,4,1.5558,-1.2981,2.0,20.0,10.0,2.0,0.9138,2.8908
4.0,5,1.5558,6.746,2.0,20.0,10.0,2.0,0.8994,2.8908
4.1,1,6.4912,3.0234,2.0,20.0,10.0,2.0,0.0,2.8908
4.1,2,3.7168,0.7873,2.0,20.0,10.0,2.0,0.8096,2.8908
4.1,3,3.7168,4.7432,2.0,20.0,10.0,2.0,0.8236,2.8908
4.1,4,1.6727,-1.2569,2.0,20.0,10.0,2.0,0.8652,2.8908
4.1,5,1.6727,6.7873,2.0,20.0,10.0,2.0,0.8519,2.8908
4.2,1,6.5656,3.0234,2.0,20.0,10.0,2.0,0.0,2.8908
4.2,2,3.8283,0.8234,2.0,20.0,10.0,2.0,0.7639,2.8908
4.2,3,3.8283,4.7793,2.0,20.0,10.0,2.0,0.7766,2.8908
4.2,4,1.7842,-1.2207,2.0,20.0,10.0,2.0,0.8186,2.8908
4.2,5,1.7842,6.8234,2.0,20.0,10.0,2.0,0.8066,2.8908
4.3,1,6.6364,3.0188,2.0,20.0,10.0,2.0,0.0,2.8908
4.3,2,3.9346,0.8545,2.0,20.0,10.0,2.0,0.7208,2.8908
4.3,3,3.9346,4.8104,2.0,20.0,10.0,2.0,0.7321,2.8908
4.3,4,1.8905,-1.1896,2.0,20.0,10.0,2.0,0.7745,2.8908
4.3,5,1.8905,6.8545,2.0,20.0,10.0,2.0,0.7638,2.8908
4.4,1,6.7041,3.0099,2.0,20.0,10.0,2.0,0.0,2.8908
4.4,2,4.0359,0.8806,2.0,20.0,10.0,2.0,0.6805,2.8908
4.4,3,4.0359,4.8365,2.0,20.0,10.0,2.0,0.6903,2.8908
4.4,4,1.9918,-1.1635,2.0,20.0,10.0,2.0,0.733,2.8908
4.4,5,1.9918,6.8806,2.0,20.0,10.0,2.0,0.7239,2.8908
4.5,1,6.7689,2.9969,2.0,20.0,10.0,2.0,0.0,2.8906
4.5,2,4.1326,0.9018,2.0,20.0,10.0,2.0,0.6434,2.8906
4.5,3,4.1321,4.8576,2.0,20.0,10.0,2.0,0.6518,2.8906
4.5,4,2.0885,-1.1423,2.0,20.0,10.0,2.0,0.6945,2.8906
4.5,5,2.0885,6.9018,2.0,20.0,10.0,2.0,0.6871,2.8906
4.6,1,6.8313,2.9799,2.0,20.0,10.0,2.0,0.0,2.8897
4.6,2,4.2247,0.9182,2.0,20.0,10.0,2.0,0.6097,2.8897
4.6,3,4.2227,4.8736,2.0,20.0,10.0,2.0,0.6178,2.8897
4.6,4,2.1806,-1.1259,2.0,20.0,10.0,2.0,0.6593,2.8897
4.6,5,2.1806,6.9182,2.0,20.0,10.0,2.0,0.6536,2.8897
4.7,1,6.8917,2.9592,2.0,20.0,10.0,2.0,0.0,2.8884
4.7,2,4.3128,0.9299,2.0,20.0,10.0,2.0,0.5797,2.8884
4.7,3,4.3083,4.8849,2.0,20.0,10.0,2.0,0.5881,2.8884
4.7,4,2.2686,-1.1142,2.0,20.0,10.0,2.0,0.6274,2.8884
4.7,5,2.2686,6.93,2.0,20.0,10.0,2.0,0.6238,2.8884
4.8,1,6.9504,2.9351,2.0,20.0,10.0,2.0,0.0,2.8867
4.8,2,4.3969,0.9371,2.0,20.0,10.0,2.0,0.5535,2.8867
4.8,3,4.3896,4.8917,2.0,20.0,10.0,2.0,0.5625,2.8867
4.8,4,2.3528,-1.107,2.0,20.0,10.0,2.0,0.5991,2.8867
4.8,5,2.3527,6.9372,2.0,20.0,10.0,2.0,0.5977,2.8867
4.9,1,7.0077,2.9078,2.0,20.0,10.0,2.0,0.0,2.8848
4.9,2,4.4775,0.9399,2.0,20.0,10.0,2.0,0.5312,2.8848
4.9,3,4.4669,4.8942,2.0,20.0,10.0,2.0,0.5409,2.8848
4.9,4,2.4334,-1.1042,2.0,20.0,10.0,2.0,0.5744,2.8848
4.9,5,2.4332,6.9401,2.0,20.0,10.0,2.0,0.5754,2.8848
5.0,1,7.0639,2.8774,2.0,20.0,10.0,2.0,0.0,2.8826
5.0,2,4.5548,0.9385,2.0,20.0,10.0,2.0,0.5128,2.8826
5.0,3,4.5408,4.8927,2.0,20.0,10.0,2.0,0.5233,2.8826
5.0,4,2.5107,-1.1056,2.0,20.0,10.0,2.0,0.5535,2.8826
5.0,5,2.5103,6.9389,2.0,20.0,10.0,2.0,0.557,2.8826
5.1,1,7.1195,2.8443,2.0,20.0,10.0,2.0,0.0,2.8803
5.1,2,4.6291,0.933,2.0,20.0,10.0,2.0,0.4983,2.8803
5.1,3,4.6117,4.8874,2.0,20.0,10.0,2.0,0.5096,2.8803
5.1,4,2.585,-1.1111,2.0,20.0,10.0,2.0,0.5363,2.8803
5.1,5,2.5845,6.9336,2.0,20.0,10.0,2.0,0.5423,2.8803
5.2,1,7.1746,2.8087,2.0,20.0,10.0,2.0,0.0,2.8779
5.2,2,4.7009,0.9237,2.0,20.0,10.0,2.0,0.4874,2.8779
5.2,3,4.68,4.8785,2.0,20.0,10.0,2.0,0.4995,2.8779
5.2,4,2.6568,-1.1204,2.0,20.0,10.0,2.0,0.5226,2.8779
5.2,5,2.6561,6.9245,2.0,20.0,10.0,2.0,0.5313,2.8779
5.3,1,7.2295,2.7708,2.0,20.0,10.0,2.0,0.0,2.8754
5.3,2,4.7703,0.9107,2.0,20.0,10.0,2.0,0.48,2.8754
5.3,3,4.7459,4.8662,2.0,20.0,10.0,2.0,0.4929,2.8754
5.3,4,2.7262,-1.1334,2.0,20.0,10.0,2.0,0.5124,2.8754
5.3,5,2.7252,6.9118,2.0,20.0,10.0,2.0,0.5236,2.8754
5.4,1,7.2845,2.7309,2.0,20.0,10.0,2.0,0.0,2.8727
5.4,2,4.8377,0.8942,2.0,20.0,10.0,2.0,0.4758,2.8727
5.4,3,4.8099,4.8507,2.0,20.0,10.0,2.0,0.4895,2.8727
5.4,4,2.7935,-1.1499,2.0,20.0,10.0,2.0,0.5053,2.8727
5.4,5,2.7923,6.8956,2.0,20.0,10.0,2.0,0.519,2.8727
5.5,1,7.3399,2.6892,2.0,20.0,10.0,2.0,0.0,2.8699
5.5,2,4.9033,0.8744,2.0,20.0,10.0,2.0,0.4743,2.8699
5.5,3,4.8723,4.8323,2.0,20.0,10.0,2.0,0.489,2.8699
5.5,4,2.8592,-1.1697,2.0,20.0,10.0,2.0,0.501,2.8699
